english_text,french_text,predicted_french_text
Enjoy your weekend.,Profitez bien de votre week-end !,Àn Q  COUnÀ A OmKUOQQ  U POî QOUPnÀOQ înCn O8 
Enjoy your weekend.,Profite bien de ton week-end !,Àn Q  COUnÀ A OmKUOQQ QFX wOUA ÀwnA   nU QOUPnÀOQ înCn O8 
Everybody gets old.,Tout le monde vieillit.,ÀwnA  IwFAq  Aq wFî8nAqQ înCn O8 
Everybody hates me.,Tout le monde me déteste.,"wRr»,$R  Àî C$Gry2 À$ttRbr0à9r$b À$HSî9Ê "
Everybody is alive.,Tout le monde est vivant., à9à Ààhr9ày K92 î9Ê 
Everybody is great.,Tout le monde est super.,q2b2êày Cryy& nbÊrà Kêr3à92 î9ÊH 
Everybody knows me.,Tout le monde me connait., 2&92êbe20$ nb92êbà9r$bày î9Ê 
Everybody loves it.,Tout le monde adore ça.,ÀwOPUFA KO UFîOXC nA8n  KUnP  O înCn O8 
Everybody sat down.,Tout le monde s'assit.,A QQ ÀFUKFU  nFA 7HQHÀH 
Everybody sat down.,Tout le monde s'est assis., 8n8 Q  q 
Everybody's crying.,Tout le monde pleure.,UOîn AÀO nA8XQ UnOQ înCn O8 
Everybody's in bed.,Tout le monde est au lit.,Q$bàbe$y Mrbàb02 îrtr92Ê 
Everyone felt safe.,Tout le monde se sentit en sécurité., à9à À$b&Ry9àb0k Q2ê3r02& îrtr92Ê 5nb0$êh$êà92Ê rb nbÊràÔ 
Everyone felt safe.,Tout le monde s'est senti en sécurité.,qFF8:O U FUnOA  ÀFCK A: 5KUnP  OÔ înCn O8 
Everyone is scared.,Tout le monde a peur.,AOÀ À$êh$êà9r$b 
Everyone is silent.,Tout le monde est silencieux.,  C î ÀFCK A: dKQÀ 
Everyone is unique.,Tout le monde est unique.,8O 7OOUQ qUFXK QOUPnÀOQ 5KUFKUnO  U:Ô înCn O8 
Everyone is unique.,Chacun est unique.,QnCO 8 U7: QOUPnÀOQ KUnP  O înCn O8 
Everyone knew that.,Tout le monde le savait.,Uàb0$tG2 î9ÊH 
Everyone likes her.,Tout le monde l'aime.,À C7F8n  COëFAq 7 Aë KX7înÀ înCn O8 
Everyone likes her.,Tout le monde l'apprécie.,8 U nA KUOÀnQnFAQ 5QXIwFXÔ ÀFUKFU  nFA 
Everyone likes you.,Tout le monde t'apprécie., CÀFU  F7 ÀÀF K Àë qnAq QX7 Aq Q8AH 7w8H 
Everyone likes you.,Tout le monde t'aime bien.,7àb0à62 5KàbàtàÔ QH H 
Everyone loves him.,Tout le monde l'aime.,"g$êÊàb ëR""àr9 7àbx "
Everyone loves him.,Chacun l'aime.,îOAFPF CF7nîO ÀFCCXAnÀ  nFA  OÀwAFîFq: î 8 
Everyone loves him.,Tout le monde l'adore.,Àn Q  COUnÀ A OmKUOQQ  nU QOUPnÀOQ înCn O8 
Everyone should go.,Tout le monde devrait y aller.,n87n 7àbx îrtr92Ê 
Everyone should go.,Tout le monde devrait partir.,8w ë  7 Aë înCn O8 
Everyone was alert.,Tout le monde était vigilant.,ÀFA nU wFAq ëFAq C A qOCOA  QOUPnÀOQ înCn O8 
Everyone was alert.,Tout le monde a été vigilant.,Q nA ûqF7 nA nA8n  KUnP  O înCn O8 
Everyone was happy.,Tous étaient heureux.,XAn O8 FPOUQO Q 7 Aë î 8 
Everyone was happy.,Tout le monde était heureux.,"Qr2t2b&  20,b$y$ek àbÊ Q2ê3r02& Kêr3à92 îrtr92Ê "
Everyone was tense.,Tout le monde était tendu., wOOîQ nA8n  înCn O8 
Everyone was there.,Tout le monde était là.,Pr&2b nbÊR&9êr2& îrtr92Ê 
Everyone's reading.,Tout le monde est en train de lire.,ëOA Aq  AFCnAOOQ 5 OCK   AÔ Q8A 7w8 
Everyone's shocked.,Tout le monde est choqué., 8 Q U  CnAOU îQ nAÀ 
Everything is fine.,Tout va bien.,  C î CO8nÀ î 
Everything is gone.,Tout est parti.,wÀ  U 8nAq 7HPH 
Everything is good.,Tout est bon.,"Aà9r$bày À$tt$Êr9k c 82êr3à9r32& Oj0,àbe2 îrtr92Ê "
Everything is over.,Tout est fini.,ëXOwAO p A qOî nA OUA  nFA î  q 
Everything matters.,Tout importe.,KFQÀF OAqnAOOUnAq c ÀFAQ UXÀ nFA ÀFH î 8 
Everything matters.,Tout est important.,MU AëînA  OCKîO FA nAPOQ COA Q 5COÔ înCn O8 
Everything matters.,Tout a son importance.,wÀ  êàÊrbe nb92êbà9r$bày nb0 
Everything's ready.,Tout est prêt.," 2à9,2ê6$êÊ 8êryyrbe nb92êbà9r$bày 7à,êàrb  HîHî "
Excuse me a minute.,Excusez-moi une minute.,"82R9&0,2 7àbx 5QRr&&2Ô Q  "
Explain that to me.,Explique-moi cela.," $êê2b9 K$""2ê î9ÊH "
Explain that to me.,Expliquez-moi cela.,I:8XQ wFQKnU  FAÀFîFq: KUnP  O înCn O8 
Facebook is boring.,Facebook est ennuyant.,"K c q Q$R9,  6êr0àb  êàÊrbe 5Kê$hêr29àêkÔ îrtr92Ê "
Fill in the blanks.,Remplissez les blancs.,K  F F CXî n U w  
Fill in the blanks.,Remplissez les espaces libres.,K H Kàbe2êàb ëàêàbe CRêbr 
"Fill it up, please.","Le plein, s'il vous plait.",À$b9rb2b9ày À$bàrê îrtr92Ê 
Fill out this form.,Remplissez ce formulaire.,îq Oy209ê$br0& 5 ràb.rbÔ  hhyràb02& À$HS î9ÊH 
Fill out this form.,Remplis ce formulaire.,K H  îÀ  Oîû îXÀOA  nA8FAOQn  
Find somebody else.,Trouve quelqu'un d'autre.,K  7 Aë U 7F7 Aë nA OUA  nFA î nA8FAOQn  
Find somebody else.,Trouvez quelqu'un d'autre.,"U$yy&ûU$k02 nbÊR&9êrày K$""2ê Oberb22êrbe 5F32ê&2à& Kê$.209&Ô "
First things first.,Commençons par le commencement !," $k$9à Q$R9,  6êr0à C$9$ê& 5Kê$hêr29àêkÔ îrtr92Ê "
Follow his example.,Suivez son exemple.,KF OU qUn8 ÀFUKFU  nFA FM nA8n  înCn O8 
Follow your desire.,Suis ton désir.,"Q,àbeêrûîà  &rà îrtr92Ê "
Follow your desire.,Suivez votre désir.,AQ 7îXOQÀFKO C î :Qn  Q8A 7w8  
"For here, or to go?",À emporter ou à consommer sur place ?,ÀFA nU M U O Q  înCn O8 
"For here, or to go?",Sur place ou à emporter ?,q$$Êk2àê nbÊrà îrtr92Ê 
"For here, or to go?",Sur place ou pour emporter ?,n7C ÀwnA awFAq ëFAq înCn O8 
"For here, or to go?",Pour consommer sur place ou à emporter ?,K$&r9r32 Kà0xàerbe nbÊR&9êr2& îrtr92Ê 
Forty years passed.,Quarante ans ont passés.,OmmFACF7nî ÀwOCnÀ î C î :Qn  Q8A 7w8 
Get away from here.,Va-t'en d'ici.,"Ojj$bt$Gry Càyàk&rà QÊb 7,Ê "
Get in the car now.,"Monte dans la voiture, maintenant !",7FXî8OU wnîîQ îOnQXUO KUnP  O înCn O8 
Get in the car now.,"Grimpe dans la voiture, maintenant !", nAQFCO 8n CFA8Q  A8 gO OîîOU: înCn O8 
Get in the car now.,"Montez dans la voiture, maintenant !",K  : C w  nA8FAOQn  CF FU C AXM À XUnAq 
Get in the car now.,"Grimpez dans la voiture, maintenant !",K  QXCCn  F F MnA AÀO 
Get it out of here.,Sortez-le d'ici !,"Q0r2b""àêÊ Mà&,r$b  bÊ îRjRêk î9Ê "
Get it out of here.,Sors-le d'ici !,Àn nÀûqOC  8PnQFUQ înCn O8 
Get me out of here.,Emmène-moi ailleurs.,KÀÀ  îrtr92Ê 
Get me out of here.,Sortez-moi de là !,C29îr62 nb32&9t2b9&  &rà îrtr92Ê 
Get me out of here.,Sors-moi de là !,Mê2k&&rb29 C2bàêÊ nbÊrà Kêr3à92 îrtr92Ê 
Get me some coffee.,Amenez-moi du café.,qU A8C Q OU MFU XAO înCn O8 
Get me some coffee.,Amène-moi du café.,K   ÀwOCnÀ î nA OUA  nFA î 5 Qn  K ÀnMnÀ UFwÔ î 8 
Get me the details.,Obtiens-moi les détails.,"Q,àbe,àr À2b9êày Kyà»à Kê$h2ê9k À$HSî 8H "
Get me the details.,Obtenez-moi les détails., FA d   U îîÀ 
Get me up at eight.,Réveillez-moi à huit heures.,CnA8  ÀFUKFU  nFA înCn O8 
Get out if you can.,"Sors, si tu peux !",QnOCOAQ  q 
Get out if you can.,"Sortez, si vous pouvez !",U20xr99 72b0xr&2ê  ê2à&Rêk Q2ê3r02& îrtr92Ê 
Get out of my life!,Sors de ma vie !,nA nCO KUFKOU nOQ KUnP  O înCn O8 
Get out of my life!,Sortez de ma vie !,qôQ Càbàe2t2b9 Othy$k22& Kê$3rÊ2b9 MRbÊ 
Get out of my room!,Sors de ma chambre !,U 8nÀF ëw n  A înCn O8 
Get out of my room!,Sortez de ma chambre !,IwFAq gXA UOQFXUÀOQ ÀFCK A: înCn O8 
Get out of my room.,Sors de ma chambre !,:R&2b î$er&9r0& 5nbÊràÔ îrtr92Ê 
Get out of my room.,Sortez de ma chambre !,"g$,b&$b À$b9ê$y& Càêrb2 c U26êre2êà9r$b nbÊrà îrtr92Ê "
Get out of my seat.,Sors de mon siège !,C$êeàb Q9àby2k nbÊrà À$thàbk Kêr3à92 îrtr92Ê 
Get out of my seat.,Sortez de mon siège !, KFîîF  :UOQ înCn O8 
Get out of my seat.,Libère mon siège !,Càêr9rt2 nbÊR&9êrày Q2ê3r02& À$H î9Ê nb0 
Get out of my seat.,Libérez mon siège !,"w2""y299ûKà0xàêÊ  &rà Kà0r6r0 K92 î9Ê "
Get out of the car.,Sors de la voiture !,QnAFKOÀ ÀOA XU: 7Unqw  À Kn  î nAPOQ COA  5Cn88îO O Q Ô înCn O8 
Get out of the car.,Sortez de la voiture !,"î2re,9$b ""2y&hRb À$b9êà09$ê&  Kêr3à92 yrtr92Ê "
Get out of the van.,Sors de la camionnette !,qX AqIwFX  X FC  O8 Q:Q OCQ înCn O8 
Get out of the van.,Sortez de la camionnette !,"K,à9êà Q20Rêr9r2& KRGyr0 À$thàbk îrtr92Ê "
Get out of the way.,Écartez-vous du passage !,8àt0$ 5X OÔ MIO 
Get out of the way.,Écarte-toi du passage !, 7X 8w 7n nQî CnÀ 7 Aë 
"Get real, will you?","Sois réaliste, tu veux ?",qôQ A$bûCàbàe2t2b9 Othy$k22& Kê$3rÊ2b9 MRbÊ 
"Get real, will you?","Soyez réaliste, voulez-vous ?",QwOîî 5ÀwnA Ô KUFgOÀ Q c  OÀwAFîFq: înCn O8 
Get rid of the gun.,Débarrasse-toi de l'arme !, î qwXU nU nAPOQ COA  5îHîHÀÔ 
Get rid of the gun.,Débarrassez-vous de l'arme !,K2ê6$êtàb02 Ààhr9ày nb92êbà9r$bày îrtr92Ê 
Get rid of the gun.,Débarrasse-toi du canon !,wk$&Rbe nb92êbà9r$bày 5wëÔ î9Ê 
Get rid of the gun.,Débarrassez-vous du canon !,AFCXU   QQO  C A qOCOA  C î :Qn  Q8A 7w8 
Get the kid to bed.,Mets le gosse au lit !, îûMX   nC  nîînQ ÀFH 5îîÀÔ 
Get the kid to bed.,Mettez le gosse au lit !, HgH Kî Q  KX7înÀ ÀFCK A: înCn O8 
Get us out of here.,Sors-nous de là.,8K  $êyÊ MIO 
Get us out of here.,Sortez-nous d'ici.,QnOCOAQ înCn O8 
Give it back to me!,Rends-le-moi !,QXA Kw UC  qîF7 î MIO 
Give it back to me!,Rendez-le-moi !, 7M wFî8nAqQ 5 w nî A8Ô î 8 
Give me an example.,Donne-moi un exemple.,"82y9à Oy209ê$br0& 5 ,àryàbÊÔ KRGyr0 À$thàbk îrtr92Ê "
Give me an example.,Donnez-moi un exemple., XU7F OAOUq: înCn O8 
Give me an example.,Fournis-moi un exemple., îë Q UO î : K OH î 8H 
Give me an example.,Fournissez-moi un exemple.,wK MnA AÀn î QOUPnÀOQ 5QnAq KFUOÔ K O î 8 
Give me half of it.,Donne-moi la moitié.,qôQ QOÀXUn : Q:Q OCQ 57OngnAqÔ ÀFH î 8H 
Give me your money.,Donne-moi ton argent.,72êe2ê Kàrb9& nbÊrà îrtr92Ê 
Give me your phone.,Donne-moi ton téléphone !,"Q0,b2rÊ2ê Oy209êr0 Qk&92t& CrÊÊy2 Oà&9 MIO "
Give me your phone.,Donnez-moi votre téléphone !,8OÀF OÀ nA H 5îîÀÔ 
Give me your shirt.,Donne-moi ta chemise !,QFî U nA8XQ UnOQ nA8n  înCn O8 
Give me your shirt.,Donnez-moi votre chemise !,ORê$6à09$ê wr&hàbrà Q  
Give me your watch.,Donne-moi ta montre.,FAqÀ Pn8OQw înCn O8 
Glass is breakable.,Le verre est cassant.,OKKÀF KUFgOÀ Q ÀFH 5îHîHÀHÔ 
Go and wake Tom up.,Va réveiller Tom.,CF FUFî  QFîX nFAQ C î :Qn  Q8AH 7w8H 
Go and wake Tom up.,Allez réveiller Tom!,MXîîOU FA MnA AÀn î wFî8nAqQ K OH î 8H 
Go and wake her up.,Va la réveiller.,CO8n  Oë nAÀ 
Go back to the lab.,Retourne au laboratoire !,"Aàbkàbe À$tt2ê0rày 7àbx 5À,rbàÔ î9Ê "
Go play in traffic.,Va mourir.,8F Oîî QÀwîXC7OUqOU ÀFUKFU  nFA 
Go play in traffic.,Va te faire pendre.,îq 8r&hyàk Qrbeàh$ê2 K92 î9Ê 
Go to the hospital.,Va à l'hôpital.,"n&yàbÊ Q$R9, Kê$h2ê9k Càbàe2t2b9 îrtr92Ê "
Go up these stairs.,Montez ces escaliers.,K  ëFAO nA8F OîOP  FU 
Hand me that phone.,Passe-moi ce téléphone., 7OU8OOA  QQO  C A qOUQ înCn O8 
Hand me the remote.,Passe-moi la télécommande., 77 Ààhr9ày 7P 
Hand me the wrench.,Passez-moi la clé.," $b nb&Rêàb02 àbÊ U2rb&Rêàb02 7ê$x2ê& K,ryrhhrb2&S nb0H "
Happy Thanksgiving!,Joyeux Thanksgiving.,7 Aë FM Àw AqQw  ÀFHS î 8 
Has Tom been fired?,Tom a-t-il été renvoyé ?,A ënî   nAÀH 
Has Tom been fired?,Tom a-t-il été viré ?,C UX7OAnûn FÀwX Q OOî K O î 8 
Has he arrived yet?,Est-il déjà arrivé ?,À    OîOÀFC KX7înÀ ÀFCK A: înCn O8 
Have a nice flight.,Bon vol !,7 QM nA8n  înCn O8 
Have a nice flight.,Bon vol.,C$êeàb Q9àby2k Qrbeàh$ê2 K92 î9Ê 
Have another drink.,Prenez un autre verre !,"Q""rê2 Kà0r6r0 F66&,$ê2 Fh2êà9r$b& 5K92Ô î9Ê "
Have another drink.,Prends un autre verre !, KC  2êtrbày& Càbàe2t2b9 7HPH 
Have another drink.,Prends une autre boisson !, 2&92êbe20$ Q2r&tr0 w$yÊrbe& îrtr92Ê 
Have another drink.,Prenez une autre boisson !,AÀQ K OH î 8H 
Have fun with that.,Amuse-toi bien avec !,CQnq wFî8nAqQ 5 Qn Ô K O î 8 
Have fun with that.,Amusez-vous bien avec !,CQnq nAQXU AÀO 5QnAq KFUOÔ K OH î 8H 
Have we met before?,Nous sommes-nous rencontrés auparavant ?,gFwAQFA ÀFA UFîQ  A8 qîF7 î ÀFCCXAnÀ  nFAQ îîÀ 
Have you eaten yet?,Est-ce que vous avez déjà mangé ?,A À U 
Have you eaten yet?,Est-ce que tu as déjà mangé ?,Q CQXAq OîOÀ UFûCOÀw AnÀQ KwnînKKnAOQ ÀFUKFU  nFA 
Have you eaten yet?,Avez-vous déjà mangé ?,"ë$9àx Cà,rbÊêà 5XëÔ îrtr92Ê "
Have you gone nuts?,Êtes-vous devenu fou ?,QUnë î w Q wn KnKOQ înCn O8 
Have you gone nuts?,Êtes-vous devenus fous ?,QnAFKOÀ 5wFAq ëFAqÔ KO UFîOXC ÀFCK A: înCn O8 
Have you gone nuts?,Êtes-vous devenue folle ?,"OtGà&&k $6 9,2 K2$hy2ïï& U2hRGyr0 $6 7àbeyàÊ2&,S Càbryà "
Have you gone nuts?,Êtes-vous devenues folles ?, y&0$ wë îrtr92Ê  
Have you gone nuts?,Es-tu devenu fou ?,KI ÀR&&$b& nbÊrà Kêr3à92 îrtr92Ê 
Have you gone nuts?,Es-tu devenue folle ?,U2yràb02 nb6êà&9êR09Rê2 îrtr92Ê 
Have you had lunch?,As-tu déjeuné ?,nAqU C CnÀUF nA8n  KUnP  O înCn O8 
He OD'd on cocaine.,Il a fait une overdose de cocaïne.,C KîO UOOîFq  UO QXU: ÀFCK A: K OH î 8H 
He acted foolishly.,Il s'est comporté comme un idiot.,M U O Q OUA nA OUA  nFA î 7 Aë 
He advised caution.,Il conseilla la prudence.,Cn QXn KUnCO  8P AÀO8 ÀFCKFQn OQ nA8n  KUnP  O înCn O8 
He appeared honest.,Il avait l'air honnête.,MXgn mOUFm îO QnAq 5ÀwnA Ô î 8 
He arrived in time.,Il arriva à temps.,OXUFKO A KOUMXCO  FUëQ ÀFHîîÀH 
He arrived in time.,Il est arrivé à temps., îXCO  î îîÀ 
He asked about you.,Il s'est enquis de vous., 2&0$ Q9$ê2& î9Ê 
He asked about you.,Il s'est enquis de toi.,"8àGRê U2&2àê0, M$RbÊà9r$b "
He asked after you.,Il vous a demandé.,XAn O8  U 7 QwnKKnAq ÀFH 5 Qn Ô K OH î 8H 
He asked for money.,Il demanda de l'argent.,"wRà""2r  2y20$ttRbr0à9r$b& 5nbÊràÔ À$H K39H îrtr92Ê "
He asked for money.,Il a quémandé de l'argent.,w$be ë$be wàryràbe C29ày  êàÊrbe îrtr92Ê 
He asked my mother.,Il a demandé à ma mère.,Knî  êà32y& 5Kêr3à92Ô îrtr92Ê 
He asked my mother.,Il demanda à ma mère., U MnqXU  8OUnP  nPOQ î 8 
He banged his head.,Il s'est heurté la tête.,"7rê0,""$$Ê Ftbrà îrtr92Ê "
He banged his head.,Il se heurta la tête.,î A8 7 Aë FM   n  A ÀFHS î 8H 
He banged his head.,Il lui frappa la tête., OC QOë MXîîOU FA  îKw  K O î 8 
He banged his head.,Il l'a frappé à la tête.,"8 w î qy$Gày M$ê""àêÊrbe îàbxà 5Kêr3à92Ô îrtr92Ê "
He banged his head.,Il le frappa à la tête., 77F   C AXM À XUnAq QnAq KFUO KUnP  O înCn O8 
He banged his knee.,Il se cogna le genou.,K  C QKnFA 
He banged his knee.,Il s'est cogné au genou.,CO UF 8UXqS nAÀ 
He banged his knee.,Il s'est cogné le genou.,"Qrbeàh$ê2 K$yk920,br0 "
He bores everybody.,Il ennuie tout le monde.,:OCq Q MIÀF 
He breathed deeply.,Il prit une profonde inspiration.,"nb92êbà9r$bày K$""2ê hy0 "
He breathed deeply.,Il a profondément respiré.,qy2b0$ê2 Ob2êek Xë îrtr92Ê 
He broke the rules.,Il a enfreint les règles.,XKQ QÀQ QOUPnÀOQ 5 w nî A8Ô î 8 
He broke the rules.,Il enfreignit les règles.,Kê$Ê20$ nb92êbà9r$bày îrtr92Ê 
He called for help.,Il a demandé de l'aide.,"7êr9r&,  t2êr0àb  $Gà00$ hHyH0H "
He called me a cab.,Il m'a appelé un taxi.,Uw7 nAPOQ COA  7 Aë 7OUw 8 
He came downstairs.,Il descendit les escaliers., $$ÊàêÊ  2j9ry2 CàbR6à09Rêrbe À$thàbk îrtr92Ê 
He came downstairs.,Il vint en bas.,ërt Obe Q20Rêr9r2& nbÊrà Kêr3à92 îrtr92Ê 
He came downstairs.,Il est descendu.,"MMC 72ê,àÊ "
He came here again.,Il est revenu ici.,8wî î2tRrê î$er&9r0& Kêr3à92 îrtr92Ê 
He came out on top.,Il finit en tête.,n8MÀ CX X î MXA8 
He came out on top.,Il termina en tête.,îO87XU:  OÀwAFîFqnOQ K O î 8 
He came out on top.,Il débuta au sommet.,PnO A C  OÀwAFîFqnÀ î  A8 ÀFCCOUÀn î gFnA  Q FÀë 7 Aë 
He can barely read.,Il sait à peine lire.,8nqnînMO 8nQ Un7X nFA  A8 C UëO nAq QOUPnÀOQ înCn O8 
He can drive a car.,Il sait conduire.,CàhR9$ q$yÊ î9Ê 
He can drive a car.,Il sait conduire une voiture.,K   OÀwAnK nA8FAOQn  
He can hardly walk.,Il peut à peine marcher.,IOA U înAO Q8A 7w8 
He can swim a mile.,Il peut nager 1 mile., Êàbr  rytàê îrtr92Ê 
He can't handle it.,Il ne parvient pas à le gérer.,"Që qy$Gày À,2tr0ày nb92êbà9r$bày  êàÊrbe 5Q,àbe,àrÔ À$ î9Ê "
He can't handle it.,Lui ne parvient pas à le gérer., GG$99 îàG$êà9$êr2& î9ÊH 
He can't keep time.,Il est incapable de garder le rythme.,CF FUFî  QFîX nFAQ nA8n  KUnP  O înCn O8 
He can't stay long.,Il ne peut rester longtemps.,"À$0,rb À2t2b9& îrtr92Ê "
He cannot be saved.,Il ne peut être sauvé.,X7Q 5îRj2tG$RêeÔ Q  
He changed his job.,Il a changé d'emploi.,"q$yÊtàb Qà0,& CR9Rày MRbÊ "
He changed his job.,Il a changé de boulot.,ë$b$rx2 À$b&9êR09r$b À$thàbk îrtr92Ê 
He changed his job.,Il a changé de poste., 8wXAnë CO  înëQ înCn O8 
He closed the door.,Il ferma la porte.,AQM  U 8nAq înCn O8 
He cried and cried.,Il pleura et pleura encore.,gw gg U KF OU înCn O8 
He cried and cried.,Il pleura tant et plus.,  n  A QOCnÀFA8XÀ FU C AXM À XUnAq ÀFCK A: înCn O8 
He crushed the box.,Il écrasa la boîte.," ÊrÊà& Qh$ê9& 5À,rbàÔ À$HS î9Ê "
He did a cartwheel.,Il fit la roue.,wn  Àwn  Qn  5 w nî A8Ô ÀFCK A: înCn O8 
He died in his bed.,Il mourut dans son lit.,:Ràb9à À$tt2ê0rày 7àbx À$HS î9ÊH 
He died in his bed.,Il trépassa dans son lit.,"À$êbrbe 8r&hyàk  20,b$y$er2& 5À,rbàÔ À$HSî9Ê "
He died in his bed.,Il est mort dans son lit.,AFën  QFîX nFAQ  A8 AO  FUëQ nAPOQ COA  5ÀwnA Ô ÀFHS î 8 
He disliked school.,Il n'aimait pas l'école.,"Q,àbe,àr MRyyyrbx nb92êbà9r$bày  êàÊ2 À$HS î9ÊH "
He does not listen.,Il n'écoute pas.,"Q,àêh Oy209ê$br0& Qày2& 5À,rbàÔ À$HSî9Ê "
He does speak well.,Il parle bien.,îOn MX UO î OQ   O 5Qw Aqw nÔ ÀFHS î 8H 
He does speak well.,Il s'exprime bien.,QnAFûXQ XAn O8 CO înMO nAQXU AÀO ÀFCK A: înCn O8 
He doesn't know me.,Il ne me connaît pas.,w U Q nA î UO  nîOUQ 5Cn88îO O Q Ô û MIO 
He doesn't like us.,Il ne nous aime pas.,C Un nCO  A8 COUÀ A nîO nA OUA  nFA î îîÀ 
He doesn't love me.,Il ne m'aime pas.,K 8 OAq nA8XQ U: KX7înÀ ÀFCK A: înCn O8H 
He doesn't want it.,Il ne la veut pas.,OCnU  OQ Mînqw  À  OUnAq ÀF 5îîÀÔ 
He doesn't want it.,Il n'en veut pas.,nb6$t2Êrà V- îrtr92Ê 
He drinks too much.,Il boit trop.,"A29""$êx Q$yR9r$b Kêr3à92 îrtr92Ê "
He drives me crazy.,Il me rend chèvre.,  OînOU 8OPOîFKCOA  ÀFUKH 
He drives me crazy.,Il me rend fou.,"wR90,r&$b K$ê9& ArbeG$ î9Ê "
He drives me crazy.,Il me rend dingue.,  î  8nQAO: wFî8nAqQ 5wFAq ëFAqÔ înCn O8 
He drove to school.,Il a conduit jusqu'à l'école.,Kàêy2 Kê$ÊR09& Kêr3à92 îrtr92Ê 
He enjoyed cycling.,Il avait plaisir à faire du vélo.,"w$bex$be nb92êbà9r$bày  ,2t2 Kàêx& îrtr92Ê "
He entered my room.,Il est entré dans ma chambre.,QÀwîXC7OUqOU FPOUQO Q QH H 
He failed the exam.,Il échoua à l'examen.,QCU  X FCF nPO Q:Q OCQ nA8n  înCn O8 
He failed the exam.,Il a échoué à l'examen., Kî nAPOQ COA  C A qOCOA  5Qw Aqw nÔ ÀFHSî 8 
He forgot her name.,Il a oublié son nom.,AF7îO COUn  înCn O8 
He forgot his name.,Il a oublié son nom.,"À,rbà Uàry""àk Oê.R qê$Rh 5w$be ë$beÔ À$êh$êà9r$b îrtr92Ê "
He found me a taxi.,Il me trouva un taxi., îîn AÀO 7 Aë C î :Qn  7OUw 8 
He gave her a book.,Il lui a donné un livre., 8n8 Q QnAq KFUO K O î 8 
He gave him a book.,Il lui a donné un livre., F Q   F  î Fnî  U 8nAq Q  
He gave me a watch.,Il m'a donné une montre.,gnA8 î Q   înCn O8 
He got ahead of me.,Il m'a dépassé.,CnÀUF î 7Q înCn O8 
He got off the bus.,Il est descendu du bus.,CFO  wOAAOQQ: nA8n  KUnP  O înCn O8 
He had an accident.,Il eut un accident.,Mrê&9 qRy6 7àbx 
He had fun with it.,Il s'en est amusé.,     Q OOî nA OUA  nFA î 5 Cn88îO O Q  Ô MIO 
He had to go there.,Il a dû y aller.,PF8 MFAO QK ÀO Oî înCn O8 
He has a big mouth.,Il a une grande gueule.,qU A8 À  w : QOÀXUn nOQ 5wFAq ëFAqÔ înCn O8 
